function_count,parameter_count,variable_count,declaration_count,if_count,for_count,while_count,switch_count,return_count,call_count,argument_count,assignment_count,binary_expression_count,identifier_count,block_count,expression_count,literal_count,ast_nodes,leaf_nodes,internal_nodes,max_depth,leaf_ratio,internal_ratio,branch_density,call_density,identifier_density,expression_density,variable_density,statement_density,nesting_factor,cyclomatic_estimate,avg_parameters,language,repository,function
1,2,1,0,0,0,0,0,1,0,0,1,0,7,1,3,0,43,25,18,7,0.5813953488372093,0.4186046511627907,0.0,0.0,0.16279069767441862,0.06976744186046512,0.023255813953488372,0.06976744186046512,0.16279069767441862,1,2.0,go,aws/aws-sdk-go,SetCheckerIpRanges
1,6,11,4,12,0,0,0,9,33,33,4,13,139,14,28,12,875,531,344,38,0.6068571428571429,0.3931428571428571,0.013714285714285714,0.037714285714285714,0.15885714285714286,0.032,0.012571428571428572,0.032,0.04342857142857143,13,6.0,go,juju/juju,SetSuspended
1,2,1,0,1,0,0,0,2,3,3,1,0,13,2,3,0,62,36,26,9,0.5806451612903226,0.41935483870967744,0.016129032258064516,0.04838709677419355,0.20967741935483872,0.04838709677419355,0.016129032258064516,0.04838709677419355,0.14516129032258066,2,2.0,go,montanaflynn/stats,sortedCopyDif
1,4,17,0,7,1,0,1,1,17,17,9,3,110,10,38,12,622,384,238,25,0.617363344051447,0.38263665594855306,0.012861736334405145,0.027331189710610933,0.17684887459807075,0.06109324758842444,0.027331189710610933,0.06109324758842444,0.04019292604501608,9,4.0,go,gorilla/handlers,CompressHandlerLevel
1,2,3,0,3,0,0,0,4,5,5,0,2,31,4,10,3,165,104,61,12,0.6303030303030303,0.3696969696969697,0.01818181818181818,0.030303030303030304,0.18787878787878787,0.06060606060606061,0.01818181818181818,0.06060606060606061,0.07272727272727272,4,2.0,go,juju/juju,Run
1,2,1,0,0,0,0,0,1,0,0,1,0,7,1,3,0,40,23,17,7,0.575,0.425,0.0,0.0,0.175,0.075,0.025,0.075,0.175,1,2.0,go,aws/aws-sdk-go,SetConsumerARN
1,2,1,0,0,0,0,0,1,0,0,1,0,7,1,3,0,40,23,17,7,0.575,0.425,0.0,0.0,0.175,0.075,0.025,0.075,0.175,1,2.0,go,aws/aws-sdk-go,SetParameterKey
1,4,4,0,1,0,0,0,1,2,2,3,1,28,2,8,2,164,98,66,12,0.5975609756097561,0.4024390243902439,0.006097560975609756,0.012195121951219513,0.17073170731707318,0.04878048780487805,0.024390243902439025,0.04878048780487805,0.07317073170731707,2,4.0,go,aws/aws-sdk-go,UpdateLicenseConfigurationRequest
1,2,1,0,0,0,0,0,1,0,0,1,0,7,1,3,0,43,25,18,7,0.5813953488372093,0.4186046511627907,0.0,0.0,0.16279069767441862,0.06976744186046512,0.023255813953488372,0.06976744186046512,0.16279069767441862,1,2.0,go,aws/aws-sdk-go,SetPolicyVersions
1,2,1,0,1,0,0,0,2,3,3,0,1,13,2,4,1,75,44,31,12,0.5866666666666667,0.41333333333333333,0.013333333333333334,0.04,0.17333333333333334,0.05333333333333334,0.013333333333333334,0.05333333333333334,0.16,2,2.0,go,git-lfs/git-lfs,RepositoryPermissions
1,2,1,0,1,0,0,0,2,3,3,0,1,18,2,4,1,93,58,35,13,0.6236559139784946,0.3763440860215054,0.010752688172043012,0.03225806451612903,0.1935483870967742,0.043010752688172046,0.010752688172043012,0.043010752688172046,0.13978494623655913,2,2.0,go,aporeto-inc/trireme-lib,Run
1,2,1,0,0,0,0,0,1,0,0,1,0,7,1,3,0,40,23,17,7,0.575,0.425,0.0,0.0,0.175,0.075,0.025,0.075,0.175,1,2.0,go,aws/aws-sdk-go,SetFields
1,1,1,0,1,0,0,0,2,2,2,0,1,9,2,4,0,61,35,26,9,0.5737704918032787,0.4262295081967213,0.01639344262295082,0.03278688524590164,0.14754098360655737,0.06557377049180328,0.01639344262295082,0.06557377049180328,0.14754098360655737,2,1.0,go,argoproj/argo-cd,DeepCopy
1,4,0,0,0,0,0,0,1,1,1,0,0,6,1,1,0,44,28,16,8,0.6363636363636364,0.36363636363636365,0.0,0.022727272727272728,0.13636363636363635,0.022727272727272728,0.0,0.022727272727272728,0.18181818181818182,1,4.0,go,klauspost/compress,NewWriterLevel
1,3,1,0,0,0,0,0,0,2,2,0,0,14,2,2,0,90,56,34,14,0.6222222222222222,0.37777777777777777,0.0,0.022222222222222223,0.15555555555555556,0.022222222222222223,0.011111111111111112,0.022222222222222223,0.15555555555555556,1,3.0,go,salsaflow/salsaflow,goSearchIssues
1,1,4,0,12,1,0,0,2,18,18,0,16,74,14,11,14,469,293,176,19,0.6247334754797441,0.3752665245202559,0.02771855010660981,0.03837953091684435,0.15778251599147122,0.023454157782515993,0.008528784648187633,0.023454157782515993,0.04051172707889126,14,1.0,go,aws/aws-sdk-go,Validate
1,2,1,0,0,0,0,0,1,0,0,1,0,7,1,3,0,40,23,17,7,0.575,0.425,0.0,0.0,0.175,0.075,0.025,0.075,0.175,1,2.0,go,aws/aws-sdk-go,SetTrafficDialPercentage
1,1,2,0,5,0,0,0,2,7,7,0,5,29,6,6,5,198,120,78,15,0.6060606060606061,0.3939393939393939,0.025252525252525252,0.03535353535353535,0.14646464646464646,0.030303030303030304,0.010101010101010102,0.030303030303030304,0.07575757575757576,6,1.0,go,aws/aws-sdk-go,Validate
1,3,2,0,0,0,0,0,1,3,3,0,0,17,1,5,1,94,61,33,10,0.648936170212766,0.35106382978723405,0.0,0.031914893617021274,0.18085106382978725,0.05319148936170213,0.02127659574468085,0.05319148936170213,0.10638297872340426,1,3.0,go,magefile/mage,Output
1,3,1,0,1,0,0,0,2,3,3,0,1,16,2,4,7,101,67,34,12,0.6633663366336634,0.33663366336633666,0.009900990099009901,0.0297029702970297,0.15841584158415842,0.039603960396039604,0.009900990099009901,0.039603960396039604,0.1188118811881188,2,3.0,go,kubernetes-retired/contrib,parseLiteralSource
1,4,4,0,1,0,0,0,1,2,2,3,1,28,2,8,2,164,98,66,12,0.5975609756097561,0.4024390243902439,0.006097560975609756,0.012195121951219513,0.17073170731707318,0.04878048780487805,0.024390243902439025,0.04878048780487805,0.07317073170731707,2,4.0,go,aws/aws-sdk-go,RemoveThingFromThingGroupRequest
1,3,0,0,0,0,0,0,1,0,0,0,0,6,1,1,0,37,23,14,7,0.6216216216216216,0.3783783783783784,0.0,0.0,0.16216216216216217,0.02702702702702703,0.0,0.02702702702702703,0.1891891891891892,1,3.0,go,go-playground/locales,OrdinalPluralRule
1,2,1,0,0,0,0,0,1,0,0,1,0,7,1,3,0,40,23,17,7,0.575,0.425,0.0,0.0,0.175,0.075,0.025,0.075,0.175,1,2.0,go,aws/aws-sdk-go,SetDirectoryId
1,4,1,0,0,0,0,0,1,2,2,0,0,11,1,3,0,63,38,25,8,0.6031746031746031,0.3968253968253968,0.0,0.031746031746031744,0.1746031746031746,0.047619047619047616,0.015873015873015872,0.047619047619047616,0.12698412698412698,1,4.0,go,aws/aws-sdk-go,PutRolePolicy
1,1,0,0,0,0,0,0,1,1,1,0,0,6,1,1,0,39,25,14,9,0.6410256410256411,0.358974358974359,0.0,0.02564102564102564,0.15384615384615385,0.02564102564102564,0.0,0.02564102564102564,0.23076923076923078,1,1.0,go,golang/oauth2,AppEngineTokenSource
1,1,1,0,1,0,0,0,2,6,6,0,1,15,2,4,0,86,51,35,10,0.5930232558139535,0.4069767441860465,0.011627906976744186,0.06976744186046512,0.1744186046511628,0.046511627906976744,0.011627906976744186,0.046511627906976744,0.11627906976744186,2,1.0,go,cilium/cilium,lookupAndDeleteServiceWeights
1,2,3,0,1,0,0,0,1,3,3,1,0,21,2,7,1,93,57,36,13,0.6129032258064516,0.3870967741935484,0.010752688172043012,0.03225806451612903,0.22580645161290322,0.07526881720430108,0.03225806451612903,0.07526881720430108,0.13978494623655913,2,2.0,go,Jumpscale/go-raml,GetProperty
1,4,4,0,1,0,0,0,2,4,4,1,1,28,2,10,6,149,97,52,10,0.6510067114093959,0.348993288590604,0.006711409395973154,0.026845637583892617,0.18791946308724833,0.06711409395973154,0.026845637583892617,0.06711409395973154,0.06711409395973154,2,4.0,go,denverdino/aliyungo,DeleteProject
1,5,2,0,3,0,0,0,4,6,6,0,2,28,4,8,6,169,106,63,13,0.6272189349112426,0.3727810650887574,0.01775147928994083,0.03550295857988166,0.16568047337278108,0.047337278106508875,0.011834319526627219,0.047337278106508875,0.07692307692307693,4,5.0,go,containers/storage,Get
1,2,1,0,0,0,0,0,1,0,0,1,0,7,1,3,0,40,23,17,7,0.575,0.425,0.0,0.0,0.175,0.075,0.025,0.075,0.175,1,2.0,go,aws/aws-sdk-go,SetUserName
1,5,8,1,5,1,0,1,4,12,12,3,3,69,7,20,5,356,226,130,15,0.6348314606741573,0.3651685393258427,0.016853932584269662,0.033707865168539325,0.19382022471910113,0.056179775280898875,0.02247191011235955,0.056179775280898875,0.042134831460674156,7,5.0,go,lestrrat-go/jsref,Resolve
1,4,1,0,0,0,0,0,1,2,2,0,0,11,1,3,0,63,38,25,8,0.6031746031746031,0.3968253968253968,0.0,0.031746031746031744,0.1746031746031746,0.047619047619047616,0.015873015873015872,0.047619047619047616,0.12698412698412698,1,4.0,go,aws/aws-sdk-go,GetObjectLegalHold
1,1,6,0,0,0,0,0,0,8,8,6,0,40,1,12,0,165,99,66,10,0.6,0.4,0.0,0.048484848484848485,0.24242424242424243,0.07272727272727272,0.03636363636363636,0.07272727272727272,0.06060606060606061,1,1.0,go,spf13/cobra,ResetFlags
1,6,4,0,2,0,0,0,3,4,4,0,2,31,3,11,2,167,109,58,9,0.6526946107784432,0.3473053892215569,0.011976047904191617,0.023952095808383235,0.18562874251497005,0.0658682634730539,0.023952095808383235,0.0658682634730539,0.05389221556886228,3,6.0,go,google/go-github,GetGrant
1,4,10,0,11,5,0,0,3,8,8,4,14,98,17,28,3,464,286,178,24,0.6163793103448276,0.38362068965517243,0.034482758620689655,0.017241379310344827,0.21120689655172414,0.0603448275862069,0.021551724137931036,0.0603448275862069,0.05172413793103448,17,4.0,go,go4org/go4,ItemByID
1,1,1,0,3,0,0,0,2,6,6,0,5,22,4,4,6,153,92,61,13,0.6013071895424836,0.39869281045751637,0.0196078431372549,0.0392156862745098,0.1437908496732026,0.026143790849673203,0.006535947712418301,0.026143790849673203,0.08496732026143791,4,1.0,go,aws/aws-sdk-go,Validate
1,1,0,0,0,0,0,0,1,2,2,0,0,11,1,1,0,52,35,17,10,0.6730769230769231,0.3269230769230769,0.0,0.038461538461538464,0.21153846153846154,0.019230769230769232,0.0,0.019230769230769232,0.19230769230769232,1,1.0,go,hyperledger/fabric,Modsub
1,1,0,0,0,0,0,0,1,1,1,0,0,5,1,1,0,49,30,19,10,0.6122448979591837,0.3877551020408163,0.0,0.02040816326530612,0.10204081632653061,0.02040816326530612,0.0,0.02040816326530612,0.20408163265306123,1,1.0,go,ikeikeikeike/go-sitemap-generator,Get
1,2,3,0,1,0,0,0,1,2,2,2,1,18,2,6,0,99,58,41,12,0.5858585858585859,0.41414141414141414,0.010101010101010102,0.020202020202020204,0.18181818181818182,0.06060606060606061,0.030303030303030304,0.06060606060606061,0.12121212121212122,2,2.0,go,containous/traefik,DeepCopyInto
1,4,25,0,17,3,0,0,11,14,14,17,43,148,21,61,27,751,472,279,15,0.6284953395472703,0.3715046604527297,0.02663115845539281,0.018641810918774968,0.1970705725699068,0.08122503328894808,0.033288948069241014,0.08122503328894808,0.019973368841544607,21,4.0,go,abursavich/nett,parseIPv6
1,4,4,1,6,0,0,0,3,11,11,0,6,61,7,9,5,324,204,120,14,0.6296296296296297,0.37037037037037035,0.018518518518518517,0.033950617283950615,0.1882716049382716,0.027777777777777776,0.012345679012345678,0.027777777777777776,0.043209876543209874,7,4.0,go,kyokomi/go-docomo,GetSearch
1,8,5,0,11,1,0,0,11,12,12,1,16,92,13,22,12,534,342,192,14,0.6404494382022472,0.3595505617977528,0.02247191011235955,0.02247191011235955,0.17228464419475656,0.04119850187265917,0.009363295880149813,0.04119850187265917,0.026217228464419477,13,8.0,go,hashicorp/vault,handleRoleTagLogin
1,6,2,0,1,0,0,0,2,5,5,0,1,25,2,6,2,140,90,50,12,0.6428571428571429,0.35714285714285715,0.007142857142857143,0.03571428571428571,0.17857142857142858,0.04285714285714286,0.014285714285714285,0.04285714285714286,0.08571428571428572,2,6.0,go,pilosa/pilosa,ShardNodes
1,2,9,0,7,1,0,0,6,17,17,2,9,72,10,24,12,384,242,142,18,0.6302083333333334,0.3697916666666667,0.020833333333333332,0.044270833333333336,0.1875,0.0625,0.0234375,0.0625,0.046875,9,2.0,go,gopasspw/gopass,Shred
1,1,1,0,2,0,0,0,2,3,3,0,2,13,3,4,3,101,59,42,13,0.5841584158415841,0.4158415841584158,0.019801980198019802,0.0297029702970297,0.12871287128712872,0.039603960396039604,0.009900990099009901,0.039603960396039604,0.12871287128712872,3,1.0,go,aws/aws-sdk-go,Validate
1,3,2,0,3,0,0,0,4,3,3,0,3,21,4,8,1,124,75,49,12,0.6048387096774194,0.3951612903225806,0.024193548387096774,0.024193548387096774,0.1693548387096774,0.06451612903225806,0.016129032258064516,0.06451612903225806,0.0967741935483871,4,3.0,go,lostisland/go-sawyer,DecodeFrom
1,1,3,0,6,0,0,0,2,7,7,0,6,33,7,8,5,227,139,88,15,0.6123348017621145,0.3876651982378855,0.02643171806167401,0.030837004405286344,0.14537444933920704,0.03524229074889868,0.013215859030837005,0.03524229074889868,0.06607929515418502,7,1.0,go,aws/aws-sdk-go,Validate
1,2,0,0,0,0,0,0,1,0,0,0,0,6,1,1,0,37,23,14,8,0.6216216216216216,0.3783783783783784,0.0,0.0,0.16216216216216217,0.02702702702702703,0.0,0.02702702702702703,0.21621621621621623,1,2.0,go,go-playground/locales,MonthWide
1,4,5,0,6,0,0,0,7,7,7,0,6,51,7,17,1,271,172,99,10,0.6346863468634686,0.36531365313653136,0.02214022140221402,0.025830258302583026,0.1881918819188192,0.06273062730627306,0.01845018450184502,0.06273062730627306,0.03690036900369004,7,4.0,go,beeker1121/goque,Dequeue
1,5,1,0,0,0,0,0,1,4,4,0,0,19,1,3,0,100,62,38,8,0.62,0.38,0.0,0.04,0.19,0.03,0.01,0.03,0.08,1,5.0,go,aws/aws-sdk-go,PutConfigurationSetSendingOptionsWithContext
1,1,1,0,0,0,0,0,1,2,2,1,0,10,1,3,0,61,35,26,8,0.5737704918032787,0.4262295081967213,0.0,0.03278688524590164,0.16393442622950818,0.04918032786885246,0.01639344262295082,0.04918032786885246,0.13114754098360656,1,1.0,go,docker/libnetwork,ReleaseAll
1,3,3,0,4,0,0,0,4,8,8,0,7,34,5,10,2,206,129,77,14,0.6262135922330098,0.3737864077669903,0.019417475728155338,0.038834951456310676,0.1650485436893204,0.04854368932038835,0.014563106796116505,0.04854368932038835,0.06796116504854369,5,3.0,go,juju/juju,getStdinPipe
1,1,0,0,1,0,0,0,2,0,0,0,3,7,2,2,1,54,32,22,10,0.5925925925925926,0.4074074074074074,0.018518518518518517,0.0,0.12962962962962962,0.037037037037037035,0.0,0.037037037037037035,0.18518518518518517,2,1.0,go,google/go-github,GetURL
1,1,1,0,1,0,0,0,2,2,2,0,1,9,2,4,0,59,34,25,9,0.576271186440678,0.423728813559322,0.01694915254237288,0.03389830508474576,0.15254237288135594,0.06779661016949153,0.01694915254237288,0.06779661016949153,0.15254237288135594,2,1.0,go,kidoman/embd,Wake
1,2,1,0,0,0,0,0,1,0,0,1,0,8,1,3,0,45,27,18,8,0.6,0.4,0.0,0.0,0.17777777777777778,0.06666666666666667,0.022222222222222223,0.06666666666666667,0.17777777777777778,1,2.0,go,AndrewBurian/powermux,Any
1,3,35,0,11,2,0,0,1,18,18,18,3,140,16,73,8,632,373,259,16,0.5901898734177216,0.4098101265822785,0.020569620253164556,0.028481012658227847,0.22151898734177214,0.11550632911392406,0.055379746835443035,0.11550632911392406,0.02531645569620253,14,3.0,go,kubernetes/kubernetes,ResourceConfigForPod
1,4,2,0,0,0,0,0,1,1,1,0,0,12,1,5,2,94,60,34,9,0.6382978723404256,0.3617021276595745,0.0,0.010638297872340425,0.1276595744680851,0.05319148936170213,0.02127659574468085,0.05319148936170213,0.09574468085106383,1,4.0,go,manifoldco/torus-cli,Get
1,3,1,0,1,0,0,0,2,4,4,0,1,19,2,4,0,89,56,33,10,0.6292134831460674,0.3707865168539326,0.011235955056179775,0.0449438202247191,0.21348314606741572,0.0449438202247191,0.011235955056179775,0.0449438202247191,0.11235955056179775,2,3.0,go,CapillarySoftware/goreport,dec_ref_int32
1,2,1,0,0,0,0,0,1,0,0,1,0,7,1,3,0,40,23,17,7,0.575,0.425,0.0,0.0,0.175,0.075,0.025,0.075,0.175,1,2.0,go,mafredri/cdp,SetClip
1,3,2,0,0,0,0,0,1,1,1,1,0,13,1,5,0,76,46,30,9,0.6052631578947368,0.39473684210526316,0.0,0.013157894736842105,0.17105263157894737,0.06578947368421052,0.02631578947368421,0.06578947368421052,0.11842105263157894,1,3.0,go,influxdata/influxdb,PutCellView
1,1,5,0,1,1,0,0,1,3,3,2,0,16,3,11,2,95,54,41,12,0.5684210526315789,0.43157894736842106,0.021052631578947368,0.031578947368421054,0.16842105263157894,0.11578947368421053,0.05263157894736842,0.11578947368421053,0.12631578947368421,3,1.0,go,Workiva/go-datastructures,Length
1,2,2,0,2,0,0,0,3,7,7,2,3,29,3,7,4,157,95,62,12,0.6050955414012739,0.39490445859872614,0.012738853503184714,0.044585987261146494,0.18471337579617833,0.044585987261146494,0.012738853503184714,0.044585987261146494,0.07643312101910828,3,2.0,go,kubernetes-retired/contrib,Unlock
1,2,0,0,0,0,0,0,1,3,3,0,0,20,1,1,1,94,65,29,14,0.6914893617021277,0.30851063829787234,0.0,0.031914893617021274,0.2127659574468085,0.010638297872340425,0.0,0.010638297872340425,0.14893617021276595,1,2.0,go,choria-io/go-choria,RegisterAgents
1,2,0,0,0,0,0,0,0,1,1,0,0,7,1,0,0,38,23,15,8,0.6052631578947368,0.39473684210526316,0.0,0.02631578947368421,0.18421052631578946,0.0,0.0,0.0,0.21052631578947367,1,2.0,go,hyperledger/fabric-sdk-go,Unregister
1,1,1,0,0,1,0,0,0,10,10,0,0,32,2,3,6,171,107,64,12,0.6257309941520468,0.3742690058479532,0.005847953216374269,0.05847953216374269,0.1871345029239766,0.017543859649122806,0.005847953216374269,0.017543859649122806,0.07017543859649122,2,1.0,go,vitessio/vitess,Close
1,2,3,0,3,0,0,0,1,12,12,0,3,45,4,6,12,305,185,120,17,0.6065573770491803,0.39344262295081966,0.009836065573770493,0.03934426229508197,0.14754098360655737,0.019672131147540985,0.009836065573770493,0.019672131147540985,0.05573770491803279,4,2.0,go,intelsdi-x/snap,SelectAndKill
1,1,0,0,0,0,0,0,1,2,2,0,0,10,1,1,0,52,31,21,8,0.5961538461538461,0.40384615384615385,0.0,0.038461538461538464,0.19230769230769232,0.019230769230769232,0.0,0.019230769230769232,0.15384615384615385,1,1.0,go,vitessio/vitess,TopoChecksum
1,1,3,0,3,1,0,0,1,6,6,3,0,24,6,7,8,158,102,56,17,0.6455696202531646,0.35443037974683544,0.02531645569620253,0.0379746835443038,0.1518987341772152,0.04430379746835443,0.0189873417721519,0.04430379746835443,0.10759493670886076,5,1.0,go,lytics/cloudstorage,CleanETag
1,2,0,0,0,0,0,0,1,1,1,0,0,10,1,1,0,53,34,19,8,0.6415094339622641,0.3584905660377358,0.0,0.018867924528301886,0.18867924528301888,0.018867924528301886,0.0,0.018867924528301886,0.1509433962264151,1,2.0,go,issue9/assert,False
1,3,0,0,0,0,0,0,1,2,2,0,0,15,1,1,0,77,45,32,12,0.5844155844155844,0.4155844155844156,0.0,0.025974025974025976,0.19480519480519481,0.012987012987012988,0.0,0.012987012987012988,0.15584415584415584,1,3.0,go,muesli/beehive,NewLogMessage
1,6,0,0,0,0,0,0,1,1,1,0,0,12,1,1,0,95,66,29,10,0.6947368421052632,0.30526315789473685,0.0,0.010526315789473684,0.12631578947368421,0.010526315789473684,0.0,0.010526315789473684,0.10526315789473684,1,6.0,go,tsuna/gohbase,NewPutStr
1,2,1,0,0,0,0,0,1,0,0,1,0,7,1,3,0,40,23,17,7,0.575,0.425,0.0,0.0,0.175,0.075,0.025,0.075,0.175,1,2.0,go,aws/aws-sdk-go,SetDelimiter
1,2,0,0,0,0,0,0,1,1,1,0,0,11,1,1,4,90,58,32,14,0.6444444444444445,0.35555555555555557,0.0,0.011111111111111112,0.12222222222222222,0.011111111111111112,0.0,0.011111111111111112,0.15555555555555556,1,2.0,go,benbjohnson/phantomjs,SetFrameContent
1,4,3,1,1,0,0,0,2,3,3,1,4,36,2,7,4,194,126,68,11,0.6494845360824743,0.35051546391752575,0.005154639175257732,0.015463917525773196,0.18556701030927836,0.03608247422680412,0.015463917525773196,0.03608247422680412,0.05670103092783505,2,4.0,go,xo/xo,PgLargeobjectMetadatumByOid
1,2,0,0,0,0,0,0,1,0,0,0,0,6,1,1,0,37,23,14,8,0.6216216216216216,0.3783783783783784,0.0,0.0,0.16216216216216217,0.02702702702702703,0.0,0.02702702702702703,0.21621621621621623,1,2.0,go,go-playground/locales,MonthWide
1,2,1,0,0,0,0,0,1,0,0,1,0,7,1,3,0,40,23,17,7,0.575,0.425,0.0,0.0,0.175,0.075,0.025,0.075,0.175,1,2.0,go,aws/aws-sdk-go,SetNextToken
1,4,2,0,2,0,0,0,3,7,7,0,1,34,3,7,2,167,110,57,13,0.6586826347305389,0.3413173652694611,0.011976047904191617,0.041916167664670656,0.20359281437125748,0.041916167664670656,0.011976047904191617,0.041916167664670656,0.07784431137724551,3,4.0,go,kubernetes/kubernetes,maxRequestConstraint
1,3,2,0,1,0,0,0,2,3,3,0,1,28,2,6,0,131,82,49,13,0.6259541984732825,0.37404580152671757,0.007633587786259542,0.022900763358778626,0.21374045801526717,0.04580152671755725,0.015267175572519083,0.04580152671755725,0.09923664122137404,2,3.0,go,tideland/golib,newResp
1,1,2,0,0,0,0,0,1,1,1,1,0,8,1,5,0,46,26,20,8,0.5652173913043478,0.43478260869565216,0.0,0.021739130434782608,0.17391304347826086,0.10869565217391304,0.043478260869565216,0.10869565217391304,0.17391304347826086,1,1.0,go,atdiar/sac,NewFromPool
1,3,9,0,4,0,0,0,4,8,8,2,4,51,5,22,4,279,174,105,10,0.6236559139784946,0.3763440860215054,0.014336917562724014,0.02867383512544803,0.1827956989247312,0.07885304659498207,0.03225806451612903,0.07885304659498207,0.035842293906810034,5,3.0,go,russellcardullo/go-pingdom,List
1,2,0,0,1,0,0,0,2,0,0,0,0,16,3,2,0,105,59,46,17,0.5619047619047619,0.4380952380952381,0.009523809523809525,0.0,0.1523809523809524,0.01904761904761905,0.0,0.01904761904761905,0.1619047619047619,2,2.0,go,revel/revel,ValidationResult
1,4,4,0,1,0,0,0,1,2,2,3,1,28,2,8,2,164,98,66,12,0.5975609756097561,0.4024390243902439,0.006097560975609756,0.012195121951219513,0.17073170731707318,0.04878048780487805,0.024390243902439025,0.04878048780487805,0.07317073170731707,2,4.0,go,aws/aws-sdk-go,DeleteApiRequest
1,3,5,0,5,1,0,0,4,15,15,0,4,58,7,11,4,281,174,107,14,0.6192170818505338,0.3807829181494662,0.021352313167259787,0.05338078291814947,0.20640569395017794,0.03914590747330961,0.017793594306049824,0.03914590747330961,0.0498220640569395,7,3.0,go,kubernetes/kubernetes,replenishQuota
1,1,2,0,3,0,0,0,2,2,2,0,6,21,4,6,6,124,77,47,16,0.6209677419354839,0.3790322580645161,0.024193548387096774,0.016129032258064516,0.1693548387096774,0.04838709677419355,0.016129032258064516,0.04838709677419355,0.12903225806451613,4,1.0,go,ligato/cn-infra,GetPort
1,2,1,0,0,0,0,0,1,0,0,1,0,7,1,3,0,40,23,17,7,0.575,0.425,0.0,0.0,0.175,0.075,0.025,0.075,0.175,1,2.0,go,aws/aws-sdk-go,SetRoleAlias
1,4,4,0,1,0,0,0,1,1,1,3,1,19,2,8,2,137,80,57,12,0.583941605839416,0.41605839416058393,0.0072992700729927005,0.0072992700729927005,0.1386861313868613,0.058394160583941604,0.029197080291970802,0.058394160583941604,0.08759124087591241,2,4.0,go,aws/aws-sdk-go,ListInstanceProfilesRequest
1,4,1,0,0,0,0,0,1,2,2,0,0,11,1,3,0,63,38,25,8,0.6031746031746031,0.3968253968253968,0.0,0.031746031746031744,0.1746031746031746,0.047619047619047616,0.015873015873015872,0.047619047619047616,0.12698412698412698,1,4.0,go,aws/aws-sdk-go,GetPhoneNumber
1,4,8,0,4,0,0,0,4,13,13,3,3,72,6,20,10,399,242,157,18,0.606516290726817,0.39348370927318294,0.010025062656641603,0.03258145363408521,0.18045112781954886,0.05012531328320802,0.020050125313283207,0.05012531328320802,0.045112781954887216,5,4.0,go,centrifugal/centrifugo,Unsubscribe
1,5,1,0,1,0,0,0,2,1,1,0,1,12,2,4,0,88,55,33,10,0.625,0.375,0.011363636363636364,0.011363636363636364,0.13636363636363635,0.045454545454545456,0.011363636363636364,0.045454545454545456,0.11363636363636363,2,5.0,go,luci/luci-go,CreateMachine
1,4,0,0,0,0,0,0,1,3,3,0,0,21,2,1,1,106,66,40,18,0.6226415094339622,0.37735849056603776,0.0,0.02830188679245283,0.19811320754716982,0.009433962264150943,0.0,0.009433962264150943,0.16981132075471697,1,4.0,go,dop251/goja,DefineDataProperty
1,2,1,0,1,0,0,0,1,3,3,1,1,11,2,3,1,66,40,26,12,0.6060606060606061,0.3939393939393939,0.015151515151515152,0.045454545454545456,0.16666666666666666,0.045454545454545456,0.015151515151515152,0.045454545454545456,0.18181818181818182,2,2.0,go,cilium/cilium,Error
1,2,1,0,0,0,0,0,1,0,0,1,0,7,1,3,0,40,23,17,7,0.575,0.425,0.0,0.0,0.175,0.075,0.025,0.075,0.175,1,2.0,go,aws/aws-sdk-go,SetAutoScalingRoleArn
1,0,4,0,3,0,0,0,1,8,8,1,2,36,4,9,3,183,110,73,14,0.6010928961748634,0.3989071038251366,0.01639344262295082,0.04371584699453552,0.19672131147540983,0.04918032786885246,0.02185792349726776,0.04918032786885246,0.07650273224043716,4,0.0,go,vitessio/vitess,interceptors
1,2,0,0,0,0,0,0,1,1,1,0,0,10,1,1,0,44,29,15,9,0.6590909090909091,0.3409090909090909,0.0,0.022727272727272728,0.22727272727272727,0.022727272727272728,0.0,0.022727272727272728,0.20454545454545456,1,2.0,go,scgolang/sc,Amclip
1,2,1,0,0,0,0,0,1,0,0,1,0,7,1,3,0,43,25,18,7,0.5813953488372093,0.4186046511627907,0.0,0.0,0.16279069767441862,0.06976744186046512,0.023255813953488372,0.06976744186046512,0.16279069767441862,1,2.0,go,aws/aws-sdk-go,SetWarnings
1,1,0,0,1,0,0,0,0,1,1,0,2,16,2,0,0,66,41,25,12,0.6212121212121212,0.3787878787878788,0.015151515151515152,0.015151515151515152,0.24242424242424243,0.0,0.0,0.0,0.18181818181818182,2,1.0,go,henrylee2cn/pholcus,TryFlushSuccess
1,5,1,0,0,0,0,0,1,4,4,0,0,19,1,3,0,100,62,38,8,0.62,0.38,0.0,0.04,0.19,0.03,0.01,0.03,0.08,1,5.0,go,aws/aws-sdk-go,GetFieldLevelEncryptionWithContext
1,1,2,0,1,2,0,0,1,6,6,1,0,26,4,7,1,132,85,47,17,0.6439393939393939,0.3560606060606061,0.022727272727272728,0.045454545454545456,0.19696969696969696,0.05303030303030303,0.015151515151515152,0.05303030303030303,0.12878787878787878,4,1.0,go,tendermint/tendermint,intersect
1,12,0,0,0,0,0,0,4,3,3,0,0,18,4,4,0,143,91,52,27,0.6363636363636364,0.36363636363636365,0.0,0.02097902097902098,0.1258741258741259,0.027972027972027972,0.0,0.027972027972027972,0.1888111888111888,1,12.0,go,mesosphere/mesos-dns,NewStateLoader
